llm,config,test,system,serv_a,serv_b,serv_cons,serv_final,inter_a,inter_b,inter_cons,inter_final,serv_precision,serv_recall,inter_precision,inter_recall,yaml_valid,yaml_valid_raw,total_tokens,duration_ms,total_calls,prompt_tokens,completion_tokens,execution_id
DeepSeek,C1,1,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,34903,22569.941,8,32724,2179,20260909_103606_218215
DeepSeek,C1,1,PetClinic,1.0,1.0,1.0,1.0,0.8571,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0,29316,17317.425,8,28018,1298,20260909_103630_563812
DeepSeek,C1,1,TNTConcept,0.9231,0.88,0.9231,0.9231,0.7647,0.7647,0.7647,0.7647,1.0,0.8571,0.7879,0.7429,1,0,27640,20333.701,7,25286,2354,20260909_103649_663068
DeepSeek,C1,2,7ep,0.9333,0.9333,0.9333,0.9333,0.7826,0.8333,0.7826,0.7826,0.875,1.0,0.6923,0.9,1,0,34447,23257.972,8,32049,2398,20260909_105109_067579
DeepSeek,C1,2,AcmeAir,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,0.8889,1.0,1,0,28518,17908.852,7,26726,1792,20260909_105134_433930
DeepSeek,C1,2,Cargo-Tracker,1.0,0.9091,1.0,1.0,0.9091,0.8421,0.9091,0.9091,1.0,1.0,0.9091,0.9091,1,0,33562,19772.725,8,31630,1932,20260909_105154_545970
DeepSeek,C1,2,DayTrader7,0.8571,0.9091,0.8571,0.8571,0.7692,0.7273,0.7692,0.7692,0.75,1.0,0.7143,0.8333,1,0,35916,21991.034,8,33373,2543,20260909_105216_434302
DeepSeek,C1,2,Jokul,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,30915,16674.804,8,29859,1056,20260909_105240_092031
DeepSeek,C1,2,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,35083,22506.616,8,32832,2251,20260909_105258_553336
DeepSeek,C1,2,PetClinic,1.0,1.0,1.0,1.0,0.8571,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0,29470,16889.792,8,28109,1361,20260909_105322_742537
DeepSeek,C1,2,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7714,0.7714,0.7714,0.7714,1.0,0.8571,0.7714,0.7714,1,0,30654,20618.749,8,28401,2253,20260909_105342_652157
DeepSeek,C1,3,7ep,1.0,0.9333,1.0,1.0,0.8696,0.8696,0.8696,0.8696,1.0,1.0,0.7692,1.0,1,0,33437,23492.293,8,31442,1995,20260909_110058_895107
DeepSeek,C1,3,AcmeAir,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,0.8889,1.0,1,0,32426,23115.692,8,30409,2017,20260909_110129_413416
DeepSeek,C1,3,Cargo-Tracker,1.0,0.9091,1.0,1.0,0.9565,0.8421,0.9565,0.9565,1.0,1.0,0.9167,1.0,1,0,34180,23259.066,8,32002,2178,20260909_110154_613284
DeepSeek,C1,3,DayTrader7,0.8333,0.9091,0.8333,0.8333,0.3158,0.7273,0.3158,0.3158,0.8333,0.8333,0.4286,0.25,1,0,36136,24592.05,8,33505,2631,20260909_110219_868035
DeepSeek,C1,3,Jokul,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,30913,16953.311,8,29843,1070,20260909_110246_964460
DeepSeek,C1,3,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,35558,24753.086,8,33117,2441,20260909_110306_114756
DeepSeek,C1,3,PetClinic,1.0,1.0,1.0,1.0,0.8571,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0,29557,17142.546,8,28145,1412,20260909_110333_475045
DeepSeek,C1,3,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7647,0.7714,0.7647,0.7647,1.0,0.8571,0.7879,0.7429,1,0,30674,23872.296,8,28413,2261,20260909_110352_718584
DeepSeek,C2,1,7ep,1.0,0.9333,1.0,1.0,0.9091,0.8,0.9091,0.9091,1.0,1.0,0.8333,1.0,1,0,37236,42412.336,8,34901,2335,20260908_224214_029631
DeepSeek,C2,1,AcmeAir,1.0,1.0,1.0,1.0,0.8889,1.0,0.8889,0.8889,1.0,1.0,0.8,1.0,1,0,27342,14205.202,6,26059,1283,20260908_224259_905323
DeepSeek,C2,1,Cargo-Tracker,1.0,0.9091,1.0,1.0,0.9565,0.8421,0.9565,0.9565,1.0,1.0,0.9167,1.0,1,0,27953,16119.867,6,26757,1196,20260908_224316_108621
DeepSeek,C2,1,DayTrader7,0.8571,0.0,0.8571,0.8571,0.7407,0.0,0.7407,0.7407,0.75,1.0,0.6667,0.8333,1,0,29525,16235.664,6,27987,1538,20260908_224334_509435
DeepSeek,C2,1,Jokul,1.0,1.0,1.0,1.0,0.8571,1.0,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0,26725,13454.908,6,25802,923,20260908_224352_760075
DeepSeek,C2,1,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,29207,18083.205,6,27685,1522,20260908_224408_263143
DeepSeek,C2,1,PetClinic,1.0,1.0,1.0,1.0,0.8571,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0,22377,12821.729,5,21496,881,20260908_224428_346268
DeepSeek,C2,1,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7714,0.7714,0.7714,0.7714,1.0,0.8571,0.7714,0.7714,1,0,26148,16118.828,6,24729,1419,20260908_224443_449767
DeepSeek,C2,2,7ep,1.0,1.0,1.0,1.0,0.9524,1.0,0.9524,0.9524,1.0,1.0,0.9091,1.0,1,0,27876,16767.017,6,26640,1236,20260908_225951_345790
DeepSeek,C2,2,AcmeAir,1.0,1.0,1.0,1.0,0.8889,0.9412,0.8889,0.8889,1.0,1.0,0.8,1.0,1,0,27487,16274.937,6,26156,1331,20260908_230009_757835
DeepSeek,C2,2,Cargo-Tracker,1.0,0.9091,1.0,1.0,0.9091,0.7778,0.9091,0.9091,1.0,1.0,0.9091,0.9091,1,0,28290,17165.467,6,26982,1308,20260908_230027_688351
DeepSeek,C2,2,DayTrader7,0.8333,0.0,0.8333,0.8333,0.6,0.0,0.6,0.6,0.8333,0.8333,0.75,0.5,1,0,29724,16844.665,6,28120,1604,20260908_230046_450588
DeepSeek,C2,2,Jokul,0.8571,1.0,0.8571,0.8571,0.8571,1.0,0.8571,0.8571,0.75,1.0,0.75,1.0,1,0,26577,14411.621,6,25703,874,20260908_230105_067795
DeepSeek,C2,2,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,29377,18870.724,6,27867,1510,20260908_230121_494240
DeepSeek,C2,2,PetClinic,1.0,1.0,1.0,1.0,0.75,0.8571,0.75,0.75,1.0,1.0,0.6,1.0,1,0,25426,13571.817,6,24477,949,20260908_230142_383217
DeepSeek,C2,2,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7714,0.7647,0.7714,0.7714,1.0,0.8571,0.7714,0.7714,1,0,26236,15989.046,6,24786,1450,20260908_230157_804307
DeepSeek,C2,3,7ep,1.0,0.9333,1.0,1.0,0.8571,0.7407,0.8571,0.8571,1.0,1.0,0.8182,0.9,1,0,28265,25070.394,6,26900,1365,20260908_231022_456089
DeepSeek,C2,3,AcmeAir,1.0,1.0,1.0,1.0,0.9412,0.6667,0.9412,0.9412,1.0,1.0,0.8889,1.0,1,0,27319,17518.851,6,26042,1277,20260908_231052_663242
DeepSeek,C2,3,Cargo-Tracker,1.0,0.9091,1.0,1.0,0.9565,0.8421,0.9565,0.9565,1.0,1.0,0.9167,1.0,1,0,32362,22543.655,7,30420,1942,20260908_231117_067673
DeepSeek,C2,3,DayTrader7,0.7273,0.9091,0.7273,0.7273,0.6667,0.7273,0.6667,0.6667,0.8,0.6667,0.7778,0.5833,1,0,29728,17645.827,6,28122,1606,20260908_231143_085939
DeepSeek,C2,3,Jokul,1.0,1.0,1.0,1.0,0.8571,1.0,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0,27472,16068.112,6,26298,1174,20260908_231203_975332
DeepSeek,C2,3,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,29235,17361.67,6,27770,1465,20260908_231223_494974
DeepSeek,C2,3,PetClinic,1.0,1.0,1.0,1.0,0.75,0.8571,0.75,0.75,1.0,1.0,0.6,1.0,1,0,25315,12533.083,6,24407,908,20260908_231242_999970
DeepSeek,C2,3,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7647,0.7714,0.7647,0.7647,1.0,0.8571,0.7879,0.7429,1,0,26184,15439.061,6,24753,1431,20260908_231258_454631
DeepSeek,C3,1,7ep,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.8182,0.9,1,,5676,7145.116,2,4884,792,20260908_151742_978495
DeepSeek,C3,1,AcmeAir,1.0,,,1.0,0.9412,,,0.9412,1.0,1.0,0.8889,1.0,1,,5091,5807.445,2,4457,634,20260908_151752_027618
DeepSeek,C3,1,Cargo-Tracker,0.8333,,,0.8333,0.6957,,,0.6957,0.8333,0.8333,0.6667,0.7273,1,,6012,8544.215,2,5056,956,20260908_151759_733798
DeepSeek,C3,1,DayTrader7,0.8333,,,0.8333,0.6,,,0.6,0.8333,0.8333,0.75,0.5,1,,6389,8427.959,2,5365,1024,20260908_151810_176511
DeepSeek,C3,1,Jokul,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.75,1.0,1,,5053,5913.854,2,4599,454,20260908_151820_469565
DeepSeek,C3,1,JPetStore,1.0,,,1.0,0.9412,,,0.9412,1.0,1.0,1.0,0.8889,1,,6120,8561.026,2,5252,868,20260908_151828_330929
DeepSeek,C3,1,PetClinic,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.75,1.0,1,,4248,4468.395,2,3876,372,20260908_151838_723822
DeepSeek,C3,1,TNTConcept,0.9231,,,0.9231,0.7647,,,0.7647,1.0,0.8571,0.7879,0.7429,1,,4600,6927.771,2,3760,840,20260908_151845_086203
DeepSeek,C3,2,7ep,1.0,,,1.0,0.9524,,,0.9524,1.0,1.0,0.9091,1.0,1,0,5503,10684.392,2,4823,680,20260908_154127_309666
DeepSeek,C3,2,AcmeAir,1.0,,,1.0,0.8889,,,0.8889,1.0,1.0,0.8,1.0,1,0,5169,6163.707,2,4483,686,20260908_154139_891665
DeepSeek,C3,2,Cargo-Tracker,0.9091,,,0.9091,0.8,,,0.8,1.0,0.8333,0.8889,0.7273,1,0,5963,8010.565,2,5040,923,20260908_154147_937161
DeepSeek,C3,2,DayTrader7,0.8571,,,0.8571,0.7692,,,0.7692,0.75,1.0,0.7143,0.8333,1,0,6129,7011.249,2,5279,850,20260908_154157_846059
DeepSeek,C3,2,Jokul,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,4870,4329.929,2,4538,332,20260908_154206_755935
DeepSeek,C3,2,JPetStore,1.0,,,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1,0,6072,7812.305,2,5236,836,20260908_154213_003417
DeepSeek,C3,2,PetClinic,1.0,,,1.0,0.75,,,0.75,1.0,1.0,0.6,1.0,1,0,4293,4546.508,2,3891,402,20260908_154222_693658
DeepSeek,C3,2,TNTConcept,0.9231,,,0.9231,0.7714,,,0.7714,1.0,0.8571,0.7714,0.7714,1,0,4561,6978.063,2,3747,814,20260908_154229_121660
DeepSeek,C3,3,7ep,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.8182,0.9,1,0,5584,6209.883,2,4850,734,20260908_160635_241482
DeepSeek,C3,3,AcmeAir,1.0,,,1.0,0.8889,,,0.8889,1.0,1.0,0.8,1.0,1,0,5352,6195.707,2,4544,808,20260908_160643_370012
DeepSeek,C3,3,Cargo-Tracker,1.0,,,1.0,0.9565,,,0.9565,1.0,1.0,0.9167,1.0,1,0,5736,6626.488,2,4964,772,20260908_160651_430342
DeepSeek,C3,3,DayTrader7,0.8571,,,0.8571,0.7692,,,0.7692,0.75,1.0,0.7143,0.8333,1,0,6123,7561.828,2,5277,846,20260908_160659_938578
DeepSeek,C3,3,Jokul,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,4867,4559.981,2,4537,330,20260908_160709_581431
DeepSeek,C3,3,JPetStore,1.0,,,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1,0,6135,7826.04,2,5257,878,20260908_160716_041894
DeepSeek,C3,3,PetClinic,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.75,1.0,1,0,4254,4162.687,2,3878,376,20260908_160725_734040
DeepSeek,C3,3,TNTConcept,0.9231,,,0.9231,0.7647,,,0.7647,1.0,0.8571,0.7879,0.7429,1,0,4600,6295.127,2,3760,840,20260908_160731_896803
DeepSeek,C4,1,7ep,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1,0,21060,18123.946,8,18134,2926,20260923_211952_489245
DeepSeek,C4,1,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,17563,13404.845,8,15740,1823,20260923_212012_489196
DeepSeek,C4,1,Cargo-Tracker,0.9091,0.9091,0.9091,0.9091,0.8421,0.8421,0.8421,0.8421,1.0,0.8333,1.0,0.7273,1,0,21152,17638.852,8,18286,2866,20260923_212027_699234
DeepSeek,C4,1,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.6957,0.72,0.6957,0.6957,0.8571,1.0,0.7273,0.6667,0,0,23659,19983.874,8,19880,3779,20260923_212046_923860
DeepSeek,C4,1,Jokul,1.0,1.0,1.0,1.0,0.6667,0.6667,0.6667,0.6667,1.0,1.0,0.6667,0.6667,0,0,19727,15374.152,8,17283,2444,20260923_212108_748830
DeepSeek,C4,1,JPetStore,1.0,1.0,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,1.0,0,0,20792,16077.654,8,18453,2339,20260923_212125_714742
DeepSeek,C4,1,PetClinic,0.8889,0.8889,0.8889,0.8889,0.6,0.5455,0.6,0.6,0.8,1.0,0.4286,1.0,1,0,17569,14701.098,8,15100,2469,20260923_212143_382200
DeepSeek,C4,1,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7463,0.7463,0.7463,0.7463,1.0,0.8571,0.7812,0.7143,0,0,17611,15856.942,8,14720,2891,20260923_212200_017149
DeepSeek,C4,2,7ep,1.0,0.9333,1.0,1.0,0.9,0.8333,0.9,0.9,1.0,1.0,0.9,0.9,1,0,21158,18128.148,8,18188,2970,20260923_212418_795526
DeepSeek,C4,2,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,17768,13683.257,8,15862,1906,20260923_212438_528904
DeepSeek,C4,2,Cargo-Tracker,0.9091,0.9091,0.9091,0.9091,0.8421,0.8,0.8421,0.8421,1.0,0.8333,1.0,0.7273,0,0,21222,18469.473,8,18404,2818,20260923_212454_965549
DeepSeek,C4,2,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.7273,0.7273,0.7273,0.7273,0.8571,1.0,0.8,0.6667,0,0,23649,20530.076,8,20035,3614,20260923_212515_725336
DeepSeek,C4,2,Jokul,0.8571,1.0,0.8571,0.8571,0.5714,0.6667,0.5714,0.5714,0.75,1.0,0.5,0.6667,0,0,19462,15603.714,8,17084,2378,20260923_212538_104523
DeepSeek,C4,2,JPetStore,1.0,1.0,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,1.0,0,0,20752,17116.99,8,18409,2343,20260923_212556_010477
DeepSeek,C4,2,PetClinic,0.8889,0.8889,0.8889,0.8889,0.6,0.6,0.6,0.6,0.8,1.0,0.4286,1.0,0,0,17211,16098.802,8,14935,2276,20260923_212615_322951
DeepSeek,C4,2,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7463,0.7463,0.7463,0.7463,1.0,0.8571,0.7812,0.7143,0,0,18127,18630.436,8,14814,3313,20260923_212634_340810
DeepSeek,C4,3,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,21047,19126.545,8,18119,2928,20260923_213704_642391
DeepSeek,C4,3,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,17537,14688.44,8,15697,1840,20260923_213726_148481
DeepSeek,C4,3,Cargo-Tracker,0.9091,0.9091,0.9091,0.9091,0.8421,0.8,0.8421,0.8421,1.0,0.8333,1.0,0.7273,0,0,20909,17725.935,8,18127,2782,20260923_213742_747805
DeepSeek,C4,3,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8333,0.2222,0.8333,0.8333,0.8571,1.0,0.8333,0.8333,0,0,23796,20488.35,8,20116,3680,20260923_213801_898837
DeepSeek,C4,3,Jokul,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0,0,19352,15499.745,8,17111,2241,20260923_213824_059602
DeepSeek,C4,3,JPetStore,1.0,1.0,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,1.0,0,0,20910,17418.798,8,18477,2433,20260923_213841_756225
DeepSeek,C4,3,PetClinic,0.8889,0.8889,0.8889,0.8889,0.6,0.6,0.6,0.6,0.8,1.0,0.4286,1.0,1,0,18100,16228.142,8,15490,2610,20260923_213900_905949
DeepSeek,C4,3,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7647,0.7463,0.7647,0.7647,1.0,0.8571,0.7879,0.7429,0,0,17838,18165.177,8,14735,3103,20260923_213920_023690
Claude,C0,1,7ep,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,3138,9588.146,1,2754,384,20260916_223630_376472
Claude,C0,1,AcmeAir,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,2951,8299.106,1,2567,384,20260916_223641_835962
Claude,C0,1,Cargo-Tracker,0.6154,,,0.6154,0.3478,,,0.3478,0.5714,0.6667,0.3333,0.3636,1,0,3460,14454.667,1,2812,648,20260916_223652_429917
Claude,C0,1,DayTrader7,0.9231,,,0.9231,0.8696,,,0.8696,0.8571,1.0,0.9091,0.8333,1,0,3364,13276.659,1,2935,429,20260916_223708_660856
Claude,C0,1,Jokul,0.8571,,,0.8571,0.75,,,0.75,0.75,1.0,0.6,1.0,0,0,2915,6643.127,1,2676,239,20260916_223723_901253
Claude,C0,1,JPetStore,1.0,,,1.0,0.9412,,,0.9412,1.0,1.0,1.0,0.8889,1,0,3304,8894.056,1,2910,394,20260916_223732_724538
Claude,C0,1,PetClinic,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.75,1.0,1,0,2632,6006.925,1,2354,278,20260916_223743_658129
Claude,C0,1,TNTConcept,0.9231,,,0.9231,0.7879,,,0.7879,1.0,0.8571,0.8387,0.7429,1,0,2730,12455.413,1,2138,592,20260916_223751_642752
Claude,C0,2,7ep,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,3138,10148.611,1,2754,384,20260916_224740_799307
Claude,C0,2,AcmeAir,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,2967,9371.742,1,2567,400,20260916_224754_830509
Claude,C0,2,Cargo-Tracker,0.6154,,,0.6154,0.3478,,,0.3478,0.5714,0.6667,0.3333,0.3636,1,0,3428,14486.758,1,2812,616,20260916_224808_035531
Claude,C0,2,DayTrader7,0.9231,,,0.9231,0.8333,,,0.8333,0.8571,1.0,0.8333,0.8333,1,0,3353,12992.409,1,2935,418,20260916_224824_838700
Claude,C0,2,Jokul,0.8571,,,0.8571,0.75,,,0.75,0.75,1.0,0.6,1.0,0,0,2931,7000.433,1,2676,255,20260916_224840_009293
Claude,C0,2,JPetStore,1.0,,,1.0,0.9412,,,0.9412,1.0,1.0,1.0,0.8889,1,0,3306,9572.729,1,2910,396,20260916_224849_303096
Claude,C0,2,PetClinic,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.75,1.0,1,0,2632,5729.639,1,2354,278,20260916_224901_289096
Claude,C0,2,TNTConcept,0.9231,,,0.9231,0.8,,,0.8,1.0,0.8571,0.8667,0.7429,1,0,2745,11208.857,1,2138,607,20260916_224908_976651
Claude,C0,3,7ep,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,3156,9214.263,1,2754,402,20260916_230748_054613
Claude,C0,3,AcmeAir,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,2957,8202.013,1,2567,390,20260916_230759_143878
Claude,C0,3,Cargo-Tracker,0.6154,,,0.6154,0.3478,,,0.3478,0.5714,0.6667,0.3333,0.3636,1,0,3471,14456.005,1,2812,659,20260916_230809_019429
Claude,C0,3,DayTrader7,0.9231,,,0.9231,0.8182,,,0.8182,0.8571,1.0,0.9,0.75,0,0,3452,12100.053,1,2935,517,20260916_230825_670584
Claude,C0,3,Jokul,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,2948,7569.593,1,2676,272,20260916_230839_662601
Claude,C0,3,JPetStore,1.0,,,1.0,0.9412,,,0.9412,1.0,1.0,1.0,0.8889,1,0,3306,9013.439,1,2910,396,20260916_230849_518196
Claude,C0,3,PetClinic,1.0,,,1.0,0.8571,,,0.8571,1.0,1.0,0.75,1.0,1,0,2621,6300.445,1,2354,267,20260916_230900_547854
Claude,C0,3,TNTConcept,0.9231,,,0.9231,0.7879,,,0.7879,1.0,0.8571,0.8387,0.7429,1,0,2730,10467.483,1,2138,592,20260916_230909_094905
Claude,C1,1,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,44145,66214.275,7,40545,3600,20260916_204840_069250
Claude,C1,1,AcmeAir,1.0,0.8571,1.0,1.0,1.0,0.8889,1.0,1.0,1.0,1.0,1.0,1.0,0,0,43901,75306.779,7,40473,3428,20260916_204949_761200
Claude,C1,1,Cargo-Tracker,0.6154,0.7692,0.7692,0.7692,0.3636,0.6087,0.6087,0.6087,0.7143,0.8333,0.5833,0.6364,1,0,46769,75172.363,7,42245,4524,20260916_205107_013760
Claude,C1,1,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8333,0.8,0.8333,0.8333,0.8571,1.0,0.8333,0.8333,1,0,41904,68892.053,6,37886,4018,20260916_205224_197466
Claude,C1,1,Jokul,0.8571,0.5,0.8571,0.8571,0.6667,0.5,0.6667,0.6667,0.75,1.0,0.5,1.0,0,0,42489,50069.981,7,39937,2552,20260916_205335_939880
Claude,C1,1,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,43970,63944.16,7,41085,2885,20260916_205430_572891
Claude,C1,1,PetClinic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,38578,36404.108,7,36661,1917,20260916_205536_316299
Claude,C1,1,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7879,0.7813,0.7879,0.7879,1.0,0.8571,0.8387,0.7429,1,0,40613,48292.962,7,37486,3127,20260916_205614_332075
Claude,C1,2,7ep,1.0,0.9333,1.0,1.0,1.0,0.9524,1.0,1.0,1.0,1.0,1.0,1.0,1,0,43767,60921.232,7,40506,3261,20260916_210937_728290
Claude,C1,2,AcmeAir,1.0,0.8,1.0,1.0,1.0,0.8421,1.0,1.0,1.0,1.0,1.0,1.0,0,0,44518,81140.684,7,40753,3765,20260916_211045_160171
Claude,C1,2,Cargo-Tracker,0.6154,0.5333,0.6154,0.6154,0.381,0.3333,0.381,0.381,0.5714,0.6667,0.4,0.3636,1,0,48652,87511.633,7,44018,4634,20260916_211208_281974
Claude,C1,2,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8696,0.8333,0.8696,0.8696,0.8571,1.0,0.9091,0.8333,1,0,45760,88751.376,7,42044,3716,20260916_211338_289459
Claude,C1,2,Jokul,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,0,42237,50368.57,7,39805,2432,20260916_211510_114195
Claude,C1,2,JPetStore,1.0,1.0,1.0,1.0,0.875,0.9412,0.875,0.875,1.0,1.0,1.0,0.7778,1,0,38907,45620.874,6,36486,2421,20260916_211602_710790
Claude,C1,2,PetClinic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,38553,38922.43,7,36628,1925,20260916_211651_033762
Claude,C1,2,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7879,0.7813,0.7879,0.7879,1.0,0.8571,0.8387,0.7429,1,0,40808,55648.607,7,37613,3195,20260916_211732_183155
Claude,C1,3,7ep,1.0,0.8235,1.0,1.0,1.0,0.8333,1.0,1.0,1.0,1.0,1.0,1.0,1,0,43670,54961.508,7,40658,3012,20260916_212915_510308
Claude,C1,3,AcmeAir,1.0,0.9231,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,1.0,0,0,43690,80496.577,7,40084,3606,20260916_213012_557247
Claude,C1,3,Cargo-Tracker,0.6154,0.7692,0.7692,0.7692,0.381,0.6087,0.6087,0.6087,0.7143,0.8333,0.5833,0.6364,1,0,46561,71465.11,7,42264,4297,20260916_213135_158954
Claude,C1,3,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8696,0.8,0.8696,0.8696,0.8571,1.0,0.9091,0.8333,1,0,46432,93331.697,7,42262,4170,20260916_213251_298747
Claude,C1,3,Jokul,0.8571,1.0,0.8571,0.8571,0.6667,1.0,0.6667,0.6667,0.75,1.0,0.5,1.0,0,0,41849,58342.312,7,39001,2848,20260916_213426_350737
Claude,C1,3,JPetStore,1.0,1.0,1.0,1.0,0.875,0.9412,0.875,0.875,1.0,1.0,1.0,0.7778,1,0,38953,46421.166,6,36464,2489,20260916_213526_440334
Claude,C1,3,PetClinic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,38838,39349.141,7,36830,2008,20260916_213614_518694
Claude,C1,3,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7692,0.6769,0.7692,0.7692,1.0,0.8571,0.8333,0.7143,1,0,40364,53104.77,7,37312,3052,20260916_213655_726669
Claude,C2,1,7ep,1.0,0.6364,1.0,1.0,1.0,0.9091,1.0,1.0,1.0,1.0,1.0,1.0,1,0,38493,61318.87,5,35759,2734,20260916_235104_467530
Claude,C2,1,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,38671,68072.628,5,35373,3298,20260916_235207_834498
Claude,C2,1,Cargo-Tracker,0.6154,0.7692,0.7692,0.7692,0.3478,0.6087,0.6087,0.6087,0.7143,0.8333,0.5833,0.6364,1,0,40900,72756.986,5,37371,3529,20260916_235318_023011
Claude,C2,1,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8182,0.8,0.8182,0.8182,0.8571,1.0,0.9,0.75,0,0,39877,59624.555,5,36914,2963,20260916_235432_783688
Claude,C2,1,Jokul,0.8571,1.0,1.0,1.0,0.6667,0.6667,0.6667,0.6667,1.0,1.0,0.6667,0.6667,1,0,36835,46005.462,5,34643,2192,20260916_235534_466194
