llm,config,execution,system,f1_serv,f1_inter,serv_a,serv_b,serv_cons,inter_a,inter_b,inter_cons,serv_precision,serv_recall,inter_precision,inter_recall,yaml_valid,yaml_valid_raw,total_tokens,duration_ms,total_calls,prompt_tokens,completion_tokens,execution_id
DeepSeek,C0,2,TNTConcept,0.9231,0.7647,0.9231,,,0.7647,,,1.0,0.8571,0.7879,0.7429,1,0.0,2328.0,3427.277,1.0,1918.0,410.0,20260909_000943_408088
DeepSeek,C0,3,7ep,1.0,0.9091,1.0,,,0.9091,,,1.0,1.0,0.8333,1.0,1,0.0,2840.0,4020.708,1.0,2490.0,350.0,20260909_001652_547770
DeepSeek,C0,3,AcmeAir,1.0,0.8889,1.0,,,0.8889,,,1.0,1.0,0.8,1.0,1,0.0,2693.0,4027.227,1.0,2318.0,375.0,20260909_001700_790342
DeepSeek,C0,3,Cargo-Tracker,0.8333,0.7273,0.8333,,,0.7273,,,0.8333,0.8333,0.7273,0.7273,1,0.0,2889.0,4200.154,1.0,2537.0,352.0,20260909_001706_711573
DeepSeek,C0,3,DayTrader7,0.8571,0.7692,0.8571,,,0.7692,,,0.75,1.0,0.7143,0.8333,1,0.0,3093.0,5292.042,1.0,2675.0,418.0,20260909_001713_061057
DeepSeek,C0,3,Jokul,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,2595.0,3369.163,1.0,2434.0,161.0,20260909_001722_534070
DeepSeek,C0,3,JPetStore,1.0,0.9412,1.0,,,0.9412,,,1.0,1.0,1.0,0.8889,1,0.0,3098.0,4752.465,1.0,2657.0,441.0,20260909_001728_483426
DeepSeek,C0,3,PetClinic,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.75,1.0,1,0.0,2281.0,2676.594,1.0,2093.0,188.0,20260909_001737_139594
DeepSeek,C0,3,TNTConcept,0.9231,0.7714,0.9231,,,0.7714,,,1.0,0.8571,0.7714,0.7714,1,0.0,2336.0,4037.351,1.0,1918.0,418.0,20260909_001741_805940
DeepSeek,C1,1,7ep,1.0,0.9091,1.0,1.0,1.0,0.9091,1.0,0.9091,1.0,1.0,0.8333,1.0,1,0.0,33388.0,20769.978,8.0,31412.0,1976.0,20260909_103416_609424
DeepSeek,C1,1,AcmeAir,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,0.8889,1.0,1,0.0,32536.0,21040.058,8.0,30489.0,2047.0,20260909_103439_055327
DeepSeek,C1,1,Cargo-Tracker,0.9231,0.7826,0.9231,0.9091,0.9231,0.7826,0.8421,0.7826,0.8571,1.0,0.75,0.8182,1,0.0,30093.0,20851.402,7.0,28061.0,2032.0,20260909_103501_700790
DeepSeek,C1,1,DayTrader7,0.8571,0.72,0.8571,0.0,0.8571,0.72,0.0,0.72,0.75,1.0,0.6923,0.75,1,0.0,35824.0,23340.881,8.0,33318.0,2506.0,20260909_103524_152224
DeepSeek,C1,1,Jokul,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,30834.0,15235.643,8.0,29820.0,1014.0,20260909_103549_249490
DeepSeek,C1,1,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,34903.0,22569.941,8.0,32724.0,2179.0,20260909_103606_218215
DeepSeek,C1,1,PetClinic,1.0,0.8571,1.0,1.0,1.0,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0.0,29316.0,17317.425,8.0,28018.0,1298.0,20260909_103630_563812
DeepSeek,C1,1,TNTConcept,0.9231,0.7647,0.9231,0.88,0.9231,0.7647,0.7647,0.7647,1.0,0.8571,0.7879,0.7429,1,0.0,27640.0,20333.701,7.0,25286.0,2354.0,20260909_103649_663068
DeepSeek,C1,2,7ep,0.9333,0.7826,0.9333,0.9333,0.9333,0.7826,0.8333,0.7826,0.875,1.0,0.6923,0.9,1,0.0,34447.0,23257.972,8.0,32049.0,2398.0,20260909_105109_067579
DeepSeek,C1,2,AcmeAir,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,0.8889,1.0,1,0.0,28518.0,17908.852,7.0,26726.0,1792.0,20260909_105134_433930
DeepSeek,C1,2,Cargo-Tracker,1.0,0.9091,1.0,0.9091,1.0,0.9091,0.8421,0.9091,1.0,1.0,0.9091,0.9091,1,0.0,33562.0,19772.725,8.0,31630.0,1932.0,20260909_105154_545970
DeepSeek,C1,2,DayTrader7,0.8571,0.7692,0.8571,0.9091,0.8571,0.7692,0.7273,0.7692,0.75,1.0,0.7143,0.8333,1,0.0,35916.0,21991.034,8.0,33373.0,2543.0,20260909_105216_434302
DeepSeek,C1,2,Jokul,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,30915.0,16674.804,8.0,29859.0,1056.0,20260909_105240_092031
DeepSeek,C1,2,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,35083.0,22506.616,8.0,32832.0,2251.0,20260909_105258_553336
DeepSeek,C1,2,PetClinic,1.0,0.8571,1.0,1.0,1.0,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0.0,29470.0,16889.792,8.0,28109.0,1361.0,20260909_105322_742537
DeepSeek,C1,2,TNTConcept,0.9231,0.7714,0.9231,0.9231,0.9231,0.7714,0.7714,0.7714,1.0,0.8571,0.7714,0.7714,1,0.0,30654.0,20618.749,8.0,28401.0,2253.0,20260909_105342_652157
DeepSeek,C1,3,7ep,1.0,0.8696,1.0,0.9333,1.0,0.8696,0.8696,0.8696,1.0,1.0,0.7692,1.0,1,0.0,33437.0,23492.293,8.0,31442.0,1995.0,20260909_110058_895107
DeepSeek,C1,3,AcmeAir,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,0.8889,1.0,1,0.0,32426.0,23115.692,8.0,30409.0,2017.0,20260909_110129_413416
DeepSeek,C1,3,Cargo-Tracker,1.0,0.9565,1.0,0.9091,1.0,0.9565,0.8421,0.9565,1.0,1.0,0.9167,1.0,1,0.0,34180.0,23259.066,8.0,32002.0,2178.0,20260909_110154_613284
DeepSeek,C1,3,DayTrader7,0.8333,0.3158,0.8333,0.9091,0.8333,0.3158,0.7273,0.3158,0.8333,0.8333,0.4286,0.25,1,0.0,36136.0,24592.05,8.0,33505.0,2631.0,20260909_110219_868035
DeepSeek,C1,3,Jokul,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,30913.0,16953.311,8.0,29843.0,1070.0,20260909_110246_964460
DeepSeek,C1,3,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,35558.0,24753.086,8.0,33117.0,2441.0,20260909_110306_114756
DeepSeek,C1,3,PetClinic,1.0,0.8571,1.0,1.0,1.0,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0.0,29557.0,17142.546,8.0,28145.0,1412.0,20260909_110333_475045
DeepSeek,C1,3,TNTConcept,0.9231,0.7647,0.9231,0.9231,0.9231,0.7647,0.7714,0.7647,1.0,0.8571,0.7879,0.7429,1,0.0,30674.0,23872.296,8.0,28413.0,2261.0,20260909_110352_718584
DeepSeek,C2,1,7ep,1.0,0.9091,1.0,0.9333,1.0,0.9091,0.8,0.9091,1.0,1.0,0.8333,1.0,1,0.0,37236.0,42412.336,8.0,34901.0,2335.0,20260908_224214_029631
DeepSeek,C2,1,AcmeAir,1.0,0.8889,1.0,1.0,1.0,0.8889,1.0,0.8889,1.0,1.0,0.8,1.0,1,0.0,27342.0,14205.202,6.0,26059.0,1283.0,20260908_224259_905323
DeepSeek,C2,1,Cargo-Tracker,1.0,0.9565,1.0,0.9091,1.0,0.9565,0.8421,0.9565,1.0,1.0,0.9167,1.0,1,0.0,27953.0,16119.867,6.0,26757.0,1196.0,20260908_224316_108621
DeepSeek,C2,1,DayTrader7,0.8571,0.7407,0.8571,0.0,0.8571,0.7407,0.0,0.7407,0.75,1.0,0.6667,0.8333,1,0.0,29525.0,16235.664,6.0,27987.0,1538.0,20260908_224334_509435
DeepSeek,C2,1,Jokul,1.0,0.8571,1.0,1.0,1.0,0.8571,1.0,0.8571,1.0,1.0,0.75,1.0,1,0.0,26725.0,13454.908,6.0,25802.0,923.0,20260908_224352_760075
DeepSeek,C2,1,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,29207.0,18083.205,6.0,27685.0,1522.0,20260908_224408_263143
DeepSeek,C2,1,PetClinic,1.0,0.8571,1.0,1.0,1.0,0.8571,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0.0,22377.0,12821.729,5.0,21496.0,881.0,20260908_224428_346268
DeepSeek,C2,1,TNTConcept,0.9231,0.7714,0.9231,0.9231,0.9231,0.7714,0.7714,0.7714,1.0,0.8571,0.7714,0.7714,1,0.0,26148.0,16118.828,6.0,24729.0,1419.0,20260908_224443_449767
DeepSeek,C2,2,7ep,1.0,0.9524,1.0,1.0,1.0,0.9524,1.0,0.9524,1.0,1.0,0.9091,1.0,1,0.0,27876.0,16767.017,6.0,26640.0,1236.0,20260908_225951_345790
DeepSeek,C2,2,AcmeAir,1.0,0.8889,1.0,1.0,1.0,0.8889,0.9412,0.8889,1.0,1.0,0.8,1.0,1,0.0,27487.0,16274.937,6.0,26156.0,1331.0,20260908_230009_757835
DeepSeek,C2,2,Cargo-Tracker,1.0,0.9091,1.0,0.9091,1.0,0.9091,0.7778,0.9091,1.0,1.0,0.9091,0.9091,1,0.0,28290.0,17165.467,6.0,26982.0,1308.0,20260908_230027_688351
DeepSeek,C2,2,DayTrader7,0.8333,0.6,0.8333,0.0,0.8333,0.6,0.0,0.6,0.8333,0.8333,0.75,0.5,1,0.0,29724.0,16844.665,6.0,28120.0,1604.0,20260908_230046_450588
DeepSeek,C2,2,Jokul,0.8571,0.8571,0.8571,1.0,0.8571,0.8571,1.0,0.8571,0.75,1.0,0.75,1.0,1,0.0,26577.0,14411.621,6.0,25703.0,874.0,20260908_230105_067795
DeepSeek,C2,2,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,29377.0,18870.724,6.0,27867.0,1510.0,20260908_230121_494240
DeepSeek,C2,2,PetClinic,1.0,0.75,1.0,1.0,1.0,0.75,0.8571,0.75,1.0,1.0,0.6,1.0,1,0.0,25426.0,13571.817,6.0,24477.0,949.0,20260908_230142_383217
DeepSeek,C2,2,TNTConcept,0.9231,0.7714,0.9231,0.9231,0.9231,0.7714,0.7647,0.7714,1.0,0.8571,0.7714,0.7714,1,0.0,26236.0,15989.046,6.0,24786.0,1450.0,20260908_230157_804307
DeepSeek,C2,3,7ep,1.0,0.8571,1.0,0.9333,1.0,0.8571,0.7407,0.8571,1.0,1.0,0.8182,0.9,1,0.0,28265.0,25070.394,6.0,26900.0,1365.0,20260908_231022_456089
DeepSeek,C2,3,AcmeAir,1.0,0.9412,1.0,1.0,1.0,0.9412,0.6667,0.9412,1.0,1.0,0.8889,1.0,1,0.0,27319.0,17518.851,6.0,26042.0,1277.0,20260908_231052_663242
DeepSeek,C2,3,Cargo-Tracker,1.0,0.9565,1.0,0.9091,1.0,0.9565,0.8421,0.9565,1.0,1.0,0.9167,1.0,1,0.0,32362.0,22543.655,7.0,30420.0,1942.0,20260908_231117_067673
DeepSeek,C2,3,DayTrader7,0.7273,0.6667,0.7273,0.9091,0.7273,0.6667,0.7273,0.6667,0.8,0.6667,0.7778,0.5833,1,0.0,29728.0,17645.827,6.0,28122.0,1606.0,20260908_231143_085939
DeepSeek,C2,3,Jokul,1.0,0.8571,1.0,1.0,1.0,0.8571,1.0,0.8571,1.0,1.0,0.75,1.0,1,0.0,27472.0,16068.112,6.0,26298.0,1174.0,20260908_231203_975332
DeepSeek,C2,3,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,29235.0,17361.67,6.0,27770.0,1465.0,20260908_231223_494974
DeepSeek,C2,3,PetClinic,1.0,0.75,1.0,1.0,1.0,0.75,0.8571,0.75,1.0,1.0,0.6,1.0,1,0.0,25315.0,12533.083,6.0,24407.0,908.0,20260908_231242_999970
DeepSeek,C2,3,TNTConcept,0.9231,0.7647,0.9231,0.9231,0.9231,0.7647,0.7714,0.7647,1.0,0.8571,0.7879,0.7429,1,0.0,26184.0,15439.061,6.0,24753.0,1431.0,20260908_231258_454631
DeepSeek,C3,1,7ep,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.8182,0.9,1,,5676.0,7145.116,2.0,4884.0,792.0,20260908_151742_978495
DeepSeek,C3,1,AcmeAir,1.0,0.9412,1.0,,,0.9412,,,1.0,1.0,0.8889,1.0,1,,5091.0,5807.445,2.0,4457.0,634.0,20260908_151752_027618
DeepSeek,C3,1,Cargo-Tracker,0.8333,0.6957,0.8333,,,0.6957,,,0.8333,0.8333,0.6667,0.7273,1,,6012.0,8544.215,2.0,5056.0,956.0,20260908_151759_733798
DeepSeek,C3,1,DayTrader7,0.8333,0.6,0.8333,,,0.6,,,0.8333,0.8333,0.75,0.5,1,,6389.0,8427.959,2.0,5365.0,1024.0,20260908_151810_176511
DeepSeek,C3,1,Jokul,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.75,1.0,1,,5053.0,5913.854,2.0,4599.0,454.0,20260908_151820_469565
DeepSeek,C3,1,JPetStore,1.0,0.9412,1.0,,,0.9412,,,1.0,1.0,1.0,0.8889,1,,6120.0,8561.026,2.0,5252.0,868.0,20260908_151828_330929
DeepSeek,C3,1,PetClinic,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.75,1.0,1,,4248.0,4468.395,2.0,3876.0,372.0,20260908_151838_723822
DeepSeek,C3,1,TNTConcept,0.9231,0.7647,0.9231,,,0.7647,,,1.0,0.8571,0.7879,0.7429,1,,4600.0,6927.771,2.0,3760.0,840.0,20260908_151845_086203
DeepSeek,C3,2,7ep,1.0,0.9524,1.0,,,0.9524,,,1.0,1.0,0.9091,1.0,1,0.0,5503.0,10684.392,2.0,4823.0,680.0,20260908_154127_309666
DeepSeek,C3,2,AcmeAir,1.0,0.8889,1.0,,,0.8889,,,1.0,1.0,0.8,1.0,1,0.0,5169.0,6163.707,2.0,4483.0,686.0,20260908_154139_891665
DeepSeek,C3,2,Cargo-Tracker,0.9091,0.8,0.9091,,,0.8,,,1.0,0.8333,0.8889,0.7273,1,0.0,5963.0,8010.565,2.0,5040.0,923.0,20260908_154147_937161
DeepSeek,C3,2,DayTrader7,0.8571,0.7692,0.8571,,,0.7692,,,0.75,1.0,0.7143,0.8333,1,0.0,6129.0,7011.249,2.0,5279.0,850.0,20260908_154157_846059
DeepSeek,C3,2,Jokul,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,4870.0,4329.929,2.0,4538.0,332.0,20260908_154206_755935
DeepSeek,C3,2,JPetStore,1.0,0.0,1.0,,,0.0,,,1.0,1.0,0.0,0.0,1,0.0,6072.0,7812.305,2.0,5236.0,836.0,20260908_154213_003417
DeepSeek,C3,2,PetClinic,1.0,0.75,1.0,,,0.75,,,1.0,1.0,0.6,1.0,1,0.0,4293.0,4546.508,2.0,3891.0,402.0,20260908_154222_693658
DeepSeek,C3,2,TNTConcept,0.9231,0.7714,0.9231,,,0.7714,,,1.0,0.8571,0.7714,0.7714,1,0.0,4561.0,6978.063,2.0,3747.0,814.0,20260908_154229_121660
DeepSeek,C3,3,7ep,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.8182,0.9,1,0.0,5584.0,6209.883,2.0,4850.0,734.0,20260908_160635_241482
DeepSeek,C3,3,AcmeAir,1.0,0.8889,1.0,,,0.8889,,,1.0,1.0,0.8,1.0,1,0.0,5352.0,6195.707,2.0,4544.0,808.0,20260908_160643_370012
DeepSeek,C3,3,Cargo-Tracker,1.0,0.9565,1.0,,,0.9565,,,1.0,1.0,0.9167,1.0,1,0.0,5736.0,6626.488,2.0,4964.0,772.0,20260908_160651_430342
DeepSeek,C3,3,DayTrader7,0.8571,0.7692,0.8571,,,0.7692,,,0.75,1.0,0.7143,0.8333,1,0.0,6123.0,7561.828,2.0,5277.0,846.0,20260908_160659_938578
DeepSeek,C3,3,Jokul,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,4867.0,4559.981,2.0,4537.0,330.0,20260908_160709_581431
DeepSeek,C3,3,JPetStore,1.0,0.0,1.0,,,0.0,,,1.0,1.0,0.0,0.0,1,0.0,6135.0,7826.04,2.0,5257.0,878.0,20260908_160716_041894
DeepSeek,C3,3,PetClinic,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.75,1.0,1,0.0,4254.0,4162.687,2.0,3878.0,376.0,20260908_160725_734040
DeepSeek,C3,3,TNTConcept,0.9231,0.7647,0.9231,,,0.7647,,,1.0,0.8571,0.7879,0.7429,1,0.0,4600.0,6295.127,2.0,3760.0,840.0,20260908_160731_896803
DeepSeek,C4,1,7ep,1.0,0.9,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,0.9,0.9,1,0.0,21060.0,18123.946,8.0,18134.0,2926.0,20260923_211952_489245
DeepSeek,C4,1,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,17563.0,13404.845,8.0,15740.0,1823.0,20260923_212012_489196
DeepSeek,C4,1,Cargo-Tracker,0.9091,0.8421,0.9091,0.9091,0.9091,0.8421,0.8421,0.8421,1.0,0.8333,1.0,0.7273,1,0.0,21152.0,17638.852,8.0,18286.0,2866.0,20260923_212027_699234
DeepSeek,C4,1,DayTrader7,0.9231,0.6957,0.9231,0.9231,0.9231,0.6957,0.72,0.6957,0.8571,1.0,0.7273,0.6667,0,0.0,23659.0,19983.874,8.0,19880.0,3779.0,20260923_212046_923860
DeepSeek,C4,1,Jokul,1.0,0.6667,1.0,1.0,1.0,0.6667,0.6667,0.6667,1.0,1.0,0.6667,0.6667,0,0.0,19727.0,15374.152,8.0,17283.0,2444.0,20260923_212108_748830
DeepSeek,C4,1,JPetStore,1.0,1.0,1.0,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,0,0.0,20792.0,16077.654,8.0,18453.0,2339.0,20260923_212125_714742
DeepSeek,C4,1,PetClinic,0.8889,0.6,0.8889,0.8889,0.8889,0.6,0.5455,0.6,0.8,1.0,0.4286,1.0,1,0.0,17569.0,14701.098,8.0,15100.0,2469.0,20260923_212143_382200
DeepSeek,C4,1,TNTConcept,0.9231,0.7463,0.9231,0.9231,0.9231,0.7463,0.7463,0.7463,1.0,0.8571,0.7812,0.7143,0,0.0,17611.0,15856.942,8.0,14720.0,2891.0,20260923_212200_017149
DeepSeek,C4,2,7ep,1.0,0.9,1.0,0.9333,1.0,0.9,0.8333,0.9,1.0,1.0,0.9,0.9,1,0.0,21158.0,18128.148,8.0,18188.0,2970.0,20260923_212418_795526
DeepSeek,C4,2,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,17768.0,13683.257,8.0,15862.0,1906.0,20260923_212438_528904
DeepSeek,C4,2,Cargo-Tracker,0.9091,0.8421,0.9091,0.9091,0.9091,0.8421,0.8,0.8421,1.0,0.8333,1.0,0.7273,0,0.0,21222.0,18469.473,8.0,18404.0,2818.0,20260923_212454_965549
DeepSeek,C4,2,DayTrader7,0.9231,0.7273,0.9231,0.9231,0.9231,0.7273,0.7273,0.7273,0.8571,1.0,0.8,0.6667,0,0.0,23649.0,20530.076,8.0,20035.0,3614.0,20260923_212515_725336
DeepSeek,C4,2,Jokul,0.8571,0.5714,0.8571,1.0,0.8571,0.5714,0.6667,0.5714,0.75,1.0,0.5,0.6667,0,0.0,19462.0,15603.714,8.0,17084.0,2378.0,20260923_212538_104523
DeepSeek,C4,2,JPetStore,1.0,1.0,1.0,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,0,0.0,20752.0,17116.99,8.0,18409.0,2343.0,20260923_212556_010477
DeepSeek,C4,2,PetClinic,0.8889,0.6,0.8889,0.8889,0.8889,0.6,0.6,0.6,0.8,1.0,0.4286,1.0,0,0.0,17211.0,16098.802,8.0,14935.0,2276.0,20260923_212615_322951
DeepSeek,C4,2,TNTConcept,0.9231,0.7463,0.9231,0.9231,0.9231,0.7463,0.7463,0.7463,1.0,0.8571,0.7812,0.7143,0,0.0,18127.0,18630.436,8.0,14814.0,3313.0,20260923_212634_340810
DeepSeek,C4,3,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,21047.0,19126.545,8.0,18119.0,2928.0,20260923_213704_642391
DeepSeek,C4,3,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,17537.0,14688.44,8.0,15697.0,1840.0,20260923_213726_148481
DeepSeek,C4,3,Cargo-Tracker,0.9091,0.8421,0.9091,0.9091,0.9091,0.8421,0.8,0.8421,1.0,0.8333,1.0,0.7273,0,0.0,20909.0,17725.935,8.0,18127.0,2782.0,20260923_213742_747805
DeepSeek,C4,3,DayTrader7,0.9231,0.8333,0.9231,0.9231,0.9231,0.8333,0.2222,0.8333,0.8571,1.0,0.8333,0.8333,0,0.0,23796.0,20488.35,8.0,20116.0,3680.0,20260923_213801_898837
DeepSeek,C4,3,Jokul,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0,0.0,19352.0,15499.745,8.0,17111.0,2241.0,20260923_213824_059602
DeepSeek,C4,3,JPetStore,1.0,1.0,1.0,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,0,0.0,20910.0,17418.798,8.0,18477.0,2433.0,20260923_213841_756225
DeepSeek,C4,3,PetClinic,0.8889,0.6,0.8889,0.8889,0.8889,0.6,0.6,0.6,0.8,1.0,0.4286,1.0,1,0.0,18100.0,16228.142,8.0,15490.0,2610.0,20260923_213900_905949
DeepSeek,C4,3,TNTConcept,0.9231,0.7647,0.9231,0.9231,0.9231,0.7647,0.7463,0.7647,1.0,0.8571,0.7879,0.7429,0,0.0,17838.0,18165.177,8.0,14735.0,3103.0,20260923_213920_023690
Claude,C0,1,7ep,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,3138.0,9588.146,1.0,2754.0,384.0,20260916_223630_376472
Claude,C0,1,AcmeAir,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,2951.0,8299.106,1.0,2567.0,384.0,20260916_223641_835962
Claude,C0,1,Cargo-Tracker,0.6154,0.3478,0.6154,,,0.3478,,,0.5714,0.6667,0.3333,0.3636,1,0.0,3460.0,14454.667,1.0,2812.0,648.0,20260916_223652_429917
Claude,C0,1,DayTrader7,0.9231,0.8696,0.9231,,,0.8696,,,0.8571,1.0,0.9091,0.8333,1,0.0,3364.0,13276.659,1.0,2935.0,429.0,20260916_223708_660856
Claude,C0,1,Jokul,0.8571,0.75,0.8571,,,0.75,,,0.75,1.0,0.6,1.0,0,0.0,2915.0,6643.127,1.0,2676.0,239.0,20260916_223723_901253
Claude,C0,1,JPetStore,1.0,0.9412,1.0,,,0.9412,,,1.0,1.0,1.0,0.8889,1,0.0,3304.0,8894.056,1.0,2910.0,394.0,20260916_223732_724538
Claude,C0,1,PetClinic,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.75,1.0,1,0.0,2632.0,6006.925,1.0,2354.0,278.0,20260916_223743_658129
Claude,C0,1,TNTConcept,0.9231,0.7879,0.9231,,,0.7879,,,1.0,0.8571,0.8387,0.7429,1,0.0,2730.0,12455.413,1.0,2138.0,592.0,20260916_223751_642752
Claude,C0,2,7ep,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,3138.0,10148.611,1.0,2754.0,384.0,20260916_224740_799307
Claude,C0,2,AcmeAir,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,2967.0,9371.742,1.0,2567.0,400.0,20260916_224754_830509
Claude,C0,2,Cargo-Tracker,0.6154,0.3478,0.6154,,,0.3478,,,0.5714,0.6667,0.3333,0.3636,1,0.0,3428.0,14486.758,1.0,2812.0,616.0,20260916_224808_035531
Claude,C0,2,DayTrader7,0.9231,0.8333,0.9231,,,0.8333,,,0.8571,1.0,0.8333,0.8333,1,0.0,3353.0,12992.409,1.0,2935.0,418.0,20260916_224824_838700
Claude,C0,2,Jokul,0.8571,0.75,0.8571,,,0.75,,,0.75,1.0,0.6,1.0,0,0.0,2931.0,7000.433,1.0,2676.0,255.0,20260916_224840_009293
Claude,C0,2,JPetStore,1.0,0.9412,1.0,,,0.9412,,,1.0,1.0,1.0,0.8889,1,0.0,3306.0,9572.729,1.0,2910.0,396.0,20260916_224849_303096
Claude,C0,2,PetClinic,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.75,1.0,1,0.0,2632.0,5729.639,1.0,2354.0,278.0,20260916_224901_289096
Claude,C0,2,TNTConcept,0.9231,0.8,0.9231,,,0.8,,,1.0,0.8571,0.8667,0.7429,1,0.0,2745.0,11208.857,1.0,2138.0,607.0,20260916_224908_976651
Claude,C0,3,7ep,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,3156.0,9214.263,1.0,2754.0,402.0,20260916_230748_054613
Claude,C0,3,AcmeAir,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,2957.0,8202.013,1.0,2567.0,390.0,20260916_230759_143878
Claude,C0,3,Cargo-Tracker,0.6154,0.3478,0.6154,,,0.3478,,,0.5714,0.6667,0.3333,0.3636,1,0.0,3471.0,14456.005,1.0,2812.0,659.0,20260916_230809_019429
Claude,C0,3,DayTrader7,0.9231,0.8182,0.9231,,,0.8182,,,0.8571,1.0,0.9,0.75,0,0.0,3452.0,12100.053,1.0,2935.0,517.0,20260916_230825_670584
Claude,C0,3,Jokul,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,2948.0,7569.593,1.0,2676.0,272.0,20260916_230839_662601
Claude,C0,3,JPetStore,1.0,0.9412,1.0,,,0.9412,,,1.0,1.0,1.0,0.8889,1,0.0,3306.0,9013.439,1.0,2910.0,396.0,20260916_230849_518196
Claude,C0,3,PetClinic,1.0,0.8571,1.0,,,0.8571,,,1.0,1.0,0.75,1.0,1,0.0,2621.0,6300.445,1.0,2354.0,267.0,20260916_230900_547854
Claude,C0,3,TNTConcept,0.9231,0.7879,0.9231,,,0.7879,,,1.0,0.8571,0.8387,0.7429,1,0.0,2730.0,10467.483,1.0,2138.0,592.0,20260916_230909_094905
Claude,C1,1,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,44145.0,66214.275,7.0,40545.0,3600.0,20260916_204840_069250
Claude,C1,1,AcmeAir,1.0,1.0,1.0,0.8571,1.0,1.0,0.8889,1.0,1.0,1.0,1.0,1.0,0,0.0,43901.0,75306.779,7.0,40473.0,3428.0,20260916_204949_761200
Claude,C1,1,Cargo-Tracker,0.7692,0.6087,0.6154,0.7692,0.7692,0.3636,0.6087,0.6087,0.7143,0.8333,0.5833,0.6364,1,0.0,46769.0,75172.363,7.0,42245.0,4524.0,20260916_205107_013760
